STATION_ID,STATION_NAME,STATION_GRP_SEQ,STATION_GRP_NAME,STATION_POST_NO,STATION_ADDR1,STATION_ADDR2,STATION_LATITUDE,STATION_LONGITUDE,STATION_USE_YN,REG_DTTM,거치대개수
ST-293,244. 영등포삼환아파트 앞,17,영등포구,150038,서울특별시 영등포구 영등포동8가 82-4 ,영등포삼환아파트 앞,37.53007889,126.9057083,Y,2016-06-29 12:00,20
ST-294,245. 삼성생명 당산사옥 앞,17,영등포구,150806,서울특별시 영등포구 당산동4가 35-24 ,삼성생명 당산사옥 앞,37.52826309,126.8966293,Y,2016-06-29 12:00,10
ST-295,247. 당산역 10번출구 앞,17,영등포구,150045,서울특별시 영등포구 당산동5가 14-4,당산역 10번출구 앞,37.53368759,126.9021072,Y,2016-06-29 12:00,15
ST-296,248. 초원아파트 앞,17,영등포구,150010,서울특별시 영등포구 여의도동8-13,초원아파트 앞,37.53105545,126.9242096,Y,2016-06-29 12:00,10
ST-297,249. 여의도중학교 옆,17,영등포구,7337,서울특별시 영등포구 여의도동 8,여의도중학교 옆,37.52412033,126.9365463,Y,2016-06-29 12:00,8
ST-298,250. 대림아파트 사거리,17,영등포구,150050,서울특별시 영등포구 신길동 249,우주마루아파트 201동 앞,37.50764084,126.9230804,Y,2016-06-29 12:00,10
ST-299,251. 서울지방병무청 버스정류장,17,영등포구,150050,서울특별시 영등포구 신길동853,서울지방병무청 버스정류장,37.50449371,126.9219513,Y,2016-06-29 12:00,10
ST-3,101. (구)합정동 주민센터,12,마포구,4019,서울특별시 마포구 동교로8길 58,444-12,37.54956055,126.9057541,Y,2015-09-06 23:40,5
ST-30,128. 신촌역(2호선) 1번출구 옆,13,서대문구,3789,서울특별시 서대문구 연세로 3-5,30-16,37.55549622,126.9363403,Y,2015-09-07 10:36,20
ST-300,252. 보라매역4번출구,17,영등포구,150050,서울특별시 영등포구 신길동4884,보라매역4번출구(순흥빌딩),37.49982834,126.9199448,Y,2016-06-29 12:00,10
ST-301,253. 신풍역 5번출구 인근,17,영등포구,150050,서울특별시 영등포구 신길동3596,남서울아파트 14동앞,37.5006485,126.9095154,Y,2016-06-29 12:00,10
ST-302,254. 도림신협 앞,17,영등포구,150050,서울특별시 영등포구 신길동263-76,도림신협 앞,37.50380325,126.9034195,Y,2016-06-29 12:00,10
ST-303,255. 도림4거리,17,영등포구,150050,서울특별시 영등포구 신길동373-1,도림4거리,37.50657272,126.9011307,Y,2016-06-29 12:00,10
ST-304,256. 동아에코빌입구,17,영등포구,150832,서울특별시 영등포구 도림동 159-70,동아에코빌입구,37.50947571,126.8992996,Y,2016-06-29 12:00,10
ST-305,257. 신길삼거리(우리은행),17,영등포구,150050,서울특별시 영등포구 신길동95-256,신길삼거리(우리은행),37.51384354,126.9193573,Y,2016-06-29 12:00,10
ST-306,258. 신길역3번출구,17,영등포구,7308,서울특별시 영등포구 영등포동1가35,신길역3번출구,37.51769257,126.914299,Y,2016-06-29 12:00,14
ST-307,259. 대방역6번출구,17,영등포구,7319,서울특별시 영등포구 신길동1368,대방역6번출구,37.51359177,126.9259338,Y,2016-06-29 12:00,17
ST-308,700. KB국민은행 염창역 지점 앞,18,양천구,158050,서울특별시 양천구 목동 559,KB국민은행 염창역 지점 앞,37.5468483,126.8727722,Y,2016-06-29 12:00,20
ST-309,701. 목동사거리 부근,18,양천구,158050,서울특별시 양천구 목동 813,목동사거리 부근,37.53280258,126.8639298,Y,2016-06-29 12:00,8
ST-31,129. 신촌역(2호선) 6번출구 옆,12,마포구,4101,서울특별시 마포구 신촌로 106,31-123,37.55505371,126.9375687,Y,2015-09-07 10:37,15
ST-310,702. 목4동주민센터 옆,18,양천구,158050,서울특별시 양천구 목동 904-3,목4동주민센터 옆,37.53254318,126.8687286,Y,2016-06-29 12:00,16
ST-311,703. 오목교역 7번출구 앞,18,양천구,158050,서울특별시 양천구 목동 451,오목교역 7번출구 앞,37.52406311,126.8755798,Y,2016-06-29 12:00,12
ST-312,704. 남부법원검찰청 교차로,18,양천구,158070,서울특별시 양천구 신정동 1095,남부법원검찰청 교차로,37.52325439,126.8649063,Y,2016-06-29 12:00,15
ST-313,706. 신정네거리역,18,양천구,158090,서울특별시 양천구 신월동 894,신정네거리역,37.5218811,126.8517532,Y,2016-06-29 12:00,15
ST-314,707. 신정3동주민센터,18,양천구,8077,서울특별시 양천구 중앙로 209,신정3동주민센터,37.51515579,126.8548966,Y,2016-06-29 12:00,10
ST-315,708. 서울출입국관리사무소 앞,18,양천구,158070,서울특별시 양천구 신정동 319-3,서울출입국관리사무소 앞,37.51897049,126.8699646,Y,2016-06-29 12:00,16
ST-316,709. 신정3동 현장민원실 앞,18,양천구,158070,서울특별시 양천구 신정동 760-2,신정3동 현장민원실 앞,37.51158524,126.8415604,Y,2016-06-29 12:00,20
ST-317,710. 서부화물트럭터미널 사거리,18,양천구,158070,서울특별시 양천구 신정동 759-2,서부화물트럭터미널 사거리,37.51065826,126.8425369,Y,2016-06-29 12:00,12
ST-318,711. 신일해피트리아파트 앞,18,양천구,158090,서울특별시 양천구 신월동 1063-4,신일해피트리아파트 앞,37.51705933,126.8484879,Y,2016-06-29 12:00,20
ST-319,712. 강월초교입구 사거리,18,양천구,158090,서울특별시 양천구 신월동 905,강월초교입구 사거리,37.51699829,126.8383179,Y,2016-06-29 12:00,14
ST-32,130. 신촌역(2호선) 7번출구 앞,12,마포구,4058,서울특별시 마포구 신촌로 94,31-123,37.55485916,126.9361572,Y,2015-09-07 10:37,10
ST-320,713. 양서중학교 옆,18,양천구,158090,서울특별시 양천구 신월동 790,양서중학교 옆,37.53304672,126.8299561,Y,2016-06-29 12:00,20
ST-321,714. 한국SGI 양천문화회관 앞,18,양천구,158090,서울특별시 양천구 신월동 790,한국SGI 양천문화회관 앞,37.532547,126.8308029,Y,2016-06-29 12:00,10
ST-322,800. 목월공원 앞,19,용산구,140850,서울특별시 용산구 원효로4가 109-10,목월공원 앞,37.53243256,126.9547424,Y,2016-06-29 12:00,15
ST-323,801. 서빙고 근린공원 앞,19,용산구,140025,서울특별시 용산구 용산동5가 24-3,서빙고 근린공원 앞,37.52411652,126.9721222,N,2016-06-29 12:00,0
ST-324,802. 한강진역 2번 출구 앞,19,용산구,4347,서울특별시 용산구 한남동 726-494,한강진역 2번 출구 앞,37.54115295,127.0022125,Y,2016-06-29 12:00,10
ST-325,803. 한남초교 앞 보도육교,19,용산구,140894,서울특별시 용산구 한남동 725-17,한남초교 앞 보도육교,37.53813934,127.004097,Y,2016-06-29 12:00,10
ST-326,805. 문배어린이공원 앞,19,용산구,140100,서울특별시 용산구 문배동 34-10,문배어린이공원 앞,37.53675842,126.9700012,Y,2016-06-29 12:00,9
ST-327,806. 전자랜드 본관 앞,19,용산구,140013,서울특별시 용산구 한강로3가 16-8,전자랜드 본관 앞,37.5330658,126.9607315,Y,2016-06-29 12:00,20
ST-328,807. 서울역 12번 출구 앞,19,용산구,140819,서울특별시 용산구 동자동 14-229,서울역 12번 출구 앞,37.55227661,126.9726868,Y,2016-06-29 12:00,10
ST-329,808. 서빙고동 금호맨션 앞,19,용산구,140240,서울특별시 용산구 서빙고동 235-5,서빙고동 금호맨션 앞,37.520504,126.9897385,Y,2016-06-29 12:00,10
ST-33,131. 증산2교,13,서대문구,3677,서울특별시 서대문구 증가로 264,북가좌동354-4,37.5841713,126.9111023,Y,2015-09-07 10:40,23
ST-330,809. 한남 유수지 복개주차장,19,용산구,4410,서울특별시 용산구 독서당로 18,한남 유수지 복개주차장,37.53016663,127.0074387,Y,2016-06-29 12:00,10
ST-331,810. 이태원지하보도,19,용산구,140835,서울특별시 용산구 용산동2가 5-1812,이태원지하보도,37.53841019,126.9866486,Y,2016-06-29 12:00,10
ST-332,811. 녹사평역1번출구,19,용산구,140022,서울특별시 용산구 용산동2가 6-7,녹사평역1번출구,37.53507996,126.9853821,Y,2016-06-29 12:00,20
ST-333,812. 용산전쟁기념관,19,용산구,140021,서울특별시 용산구 용산동1가 8-4,용산전쟁기념관,37.53483963,126.9776611,Y,2016-06-29 12:00,20
ST-334,813. 삼각지역 3번출구,19,용산구,4375,서울특별시 용산구 한강로1가 228-1,삼각지역 3번출구,37.53351212,126.9722748,Y,2016-06-29 12:00,20
ST-335,815. LIG강촌아파트 103동앞,19,용산구,140030,서울특별시 용산구 이촌동301-5,LIG강촌아파트 103동앞,37.51850891,126.9787979,Y,2016-06-29 12:00,20
ST-336,385. 종각역 5번출구,10,종로구,110110,서울특별시 종로구 서린동 26-1,종각역 5번출구,37.56983566,126.9826584,Y,2016-07-06 12:00,10
ST-337,386. 올림픽기념 국민생활관 앞,10,종로구,3066,서울특별시 종로구 성균관로 91,올림픽기념 국민생활관 앞,37.59023285,126.9985199,Y,2016-07-06 12:00,10
ST-338,387. 훈련원공원주차장 앞,11,중구,4562,서울특별시 중구 을지로 227,훈련원공원주차장 앞,37.56699371,127.0034638,Y,2016-07-06 12:00,10
ST-339,181. 망원초록길 입구,12,마포구,4005,서울특별시 마포구 마포나루길 467,망원초록길 입구,37.55134201,126.9026718,Y,2016-07-06 12:00,15
ST-34,99998. 상암단말정비,2,정비센터,3789,서울특별시 서대문구 연세로5나길 19,53-47,-87.39414978,51.31660461,Y,2015-09-07 10:41,15
ST-340,182. 망원2빗물펌프장 앞,12,마포구,4005,서울특별시 마포구 동교로 7,망원2빗물펌프장 앞,37.55156708,126.9028473,Y,2016-07-06 12:00,10
ST-341,183. 하늘채코오롱아파트 건너편,12,마포구,3989,서울특별시 마포구 연남로 30,하늘채코오롱아파트 건너편,37.56516647,126.9193955,Y,2016-07-06 12:00,15
ST-342,184. SK망원동주유소 건너편,12,마포구,3963,서울특별시 마포구 월드컵로 119 ,SK망원동주유소 건너편,37.55894852,126.907753,Y,2016-07-06 12:00,9
ST-343,185. 마포 신수공원 앞,12,마포구,121120,서울특별시 마포구 현석동 106-32,마포 신수공원 앞,37.54254532,126.9342957,Y,2016-07-06 12:00,15
ST-344,186. 월드컵공원,12,마포구,3900,서울특별시 마포구 하늘공원로 108-1,월드컵공원,37.56396484,126.8982086,Y,2016-07-06 12:00,40
ST-345,177. 북가좌 초등학교,13,서대문구,3714,서울특별시 서대문구 거북골로19길 20,북가좌 초등학교,37.57767487,126.9098053,Y,2016-07-06 12:00,8
ST-346,188. 홍은동 정원여중 입구,13,서대문구,3652,서울특별시 서대문구 연희로37안길 51,홍은동 정원여중 입구,37.58638763,126.9351273,Y,2016-07-06 12:00,10
ST-347,191. 서우빌딩(바른학원),13,서대문구,3691,서울특별시 서대문구 응암로 66,정명학원,37.57889175,126.9107361,Y,2016-07-06 12:00,10
ST-348,192. 연서어린이공원,13,서대문구,3700,서울특별시 서대문구 연희동 519-7,연서어린이공원,37.57222748,126.9230652,Y,2016-07-06 12:00,10
ST-349,178. 증산3교 앞,13,서대문구,3680,서울특별시 서대문구 북가좌동 352-9,증산3교 앞,37.57987595,126.9063492,Y,2016-07-06 12:00,10
ST-35,133. 해담는다리,13,서대문구,3680,서울특별시 서대문구 불광천길 150,345-27,37.58203125,126.9089966,Y,2015-09-07 10:42,15
ST-350,194. 증산교 앞,13,서대문구,3713,서울특별시 서대문구 불광천길 36,증산교 앞,37.57731628,126.9029694,Y,2016-07-06 12:00,10
ST-351,195. 모래내고가차도 ,13,서대문구,3706,서울특별시 서대문구 연희동 446-76,모래내고가차도 ,37.56765747,126.9178085,Y,2016-07-06 12:00,10
ST-352,196. 연희교차로 인근,13,서대문구,3705,서울특별시 서대문구 홍제천로 48,연희교차로 인근,37.56612015,126.9258957,Y,2016-07-06 12:00,10
ST-353,197. 독립문역 4번출구,13,서대문구,3732,서울특별시 서대문구 현저동 102-53,독립문역 4번출구,37.5739212,126.9583054,N,2016-07-06 12:00,0
ST-354,198. 충정2교,13,서대문구,3737,서울특별시 서대문구 충정로3가 155-4,충청2교,37.5621376,126.9637756,Y,2016-07-06 12:00,15
ST-355,527. 화양사거리,14,성동구,4799,서울특별시 성동구 광나루로 334,화양사거리,37.54814911,127.06707,N,2016-07-06 12:00,0
ST-356,528. 성동세무서 부근,14,성동구,4802,서울특별시 성동구 광나루로 297,성동세무서 부근,37.54816437,127.0623703,N,2016-07-06 12:00,0
ST-357,556. 달맞이공원,14,성동구,4740,서울특별시 성동구 금호동4가 367-1,달맞이공원,37.54205322,127.020401,Y,2016-07-06 12:00,20
ST-358,557. 도선동 주민센터 앞,14,성동구,4707,서울특별시 성동구 무학로10길 6,도선동 주민센터 앞,37.56764221,127.0256958,Y,2016-07-06 12:00,10
ST-359,558. 성동광진 교육지원청 앞,14,성동구,4750,서울특별시 성동구 고산자로 260,성동광진 교육지원청 앞,37.56460571,127.0365219,Y,2016-07-06 12:00,20
ST-36,134. 연세로 명물길,13,서대문구,3776,서울특별시 서대문구 명물길 33,31-69,37.55789185,126.9380798,Y,2015-09-07 10:42,8
ST-360,559. 왕십리역 4번 출구 건너편,14,성동구,4751,서울특별시 성동구 왕십리광장로 10-1,왕십리역 4번 출구 건너편,37.56109619,127.0367966,Y,2016-07-06 12:00,10
ST-361,560. 비전교회 앞,14,성동구,4801,서울특별시 성동구 동일로 213,비전교회 앞,37.55120468,127.0689316,Y,2016-07-06 12:00,8
ST-362,561. 서울숲역 2번출구 앞,14,성동구,4778,서울특별시 성동구 왕십리로 64,서울숲역 2번출구 앞,37.54281616,127.0446701,Y,2016-07-06 12:00,10
ST-363,562. 군자지하보도 앞,14,성동구,4800,서울특별시 성동구 동일로 313,군자지하보도 앞,37.55924606,127.07341,Y,2016-07-06 12:00,10
ST-364,563. 성동세무서 건너편,14,성동구,4799,서울특별시 성동구 광나루로 302,성동세무서 건너편,37.5479126,127.0627518,Y,2016-07-06 12:00,10
ST-365,564. 금호역 3번출구,14,성동구,4733,서울특별시 성동구 동호로 99,금호역 3번출구,37.54792786,127.0155716,Y,2016-07-06 12:00,15
ST-366,565. 옥수역 3번출구,14,성동구,4736,서울특별시 성동구 한림말길 56,옥수역 3번출구,37.54136276,127.0176621,Y,2016-07-06 12:00,20
ST-367,566. 성수문화복지회관 앞,14,성동구,4778,서울특별시 성동구 뚝섬로1길 43,성수문화복지회관 앞,37.54520798,127.047142,N,2016-07-06 12:00,0
ST-368,567. 성수역 2번출구 앞,14,성동구,4794,서울특별시 성동구 아차산로 113,성수역 2번출구 앞,37.54459,127.0570831,Y,2016-07-06 12:00,15
ST-369,568. 청계8가사거리 부근,14,성동구,2586,서울특별시 동대문구 청계천로 417,청계8가사거리 부근,37.57110214,127.0235596,Y,2016-07-06 12:00,10
ST-37,135. 명물길 원형무대 앞,13,서대문구,3776,서울특별시 서대문구 명물길 33,31-69,37.5591011,126.9391785,Y,2015-09-07 10:43,10
ST-370,569. 응봉현대아파트 정류소,14,성동구,4720,서울특별시 성동구 독서당로 381,응봉동현대아파트 정류소,37.54958344,127.0302429,Y,2016-07-06 12:00,10
ST-371,578. 성동세무서 부근,14,성동구,4802,서울특별시 성동구 광나루로 303-1,성동세무서 부근,37.54828644,127.062088,Y,2016-07-06 12:00,8
ST-372,579. 마장역 4번출구,14,성동구,4758,서울특별시 성동구 마장로 292-1,마장역 4번출구,37.56520462,127.0418472,Y,2016-07-06 12:00,8
ST-373,580. 신금호역 3번출구 뒤,14,성동구,4726,서울특별시 성동구 무수막길 97,신금호역 3번출구 뒤,37.55449295,127.0202103,Y,2016-07-06 12:00,6
ST-374,581. 용답초등학교,14,성동구,4805,서울특별시 성동구 용답25길 1,용답초등학교,37.56101227,127.0542374,Y,2016-07-06 12:00,13
ST-375,582. 경일중학교 앞,14,성동구,4779,서울특별시 성동구 성수일로 27,경일중학교 앞,37.54317856,127.0490799,Y,2016-07-06 12:00,10
ST-376,583. 청계천 생태교실 앞,14,성동구,4753,서울특별시 성동구 마장로39길 51,청계천 생태교실 앞,37.56797028,127.0468903,Y,2016-07-06 12:00,20
ST-377,551. 구의삼성쉐르빌 앞,15,광진구,5117,서울특별시 광진구 구의강변로 106,구의삼성쉐르빌 앞,37.54006195,127.0944977,Y,2016-07-06 12:00,10
ST-378,552. 대림아크로리버 앞,15,광진구,5116,서울특별시 광진구 구의강변로 64,대림아크로리버 앞,37.53657913,127.0929718,Y,2016-07-06 12:00,10
ST-379,553. 중곡 성원APT 앞,15,광진구,4900,서울특별시 광진구 동일로 459,중곡 성원APT 앞,37.57125473,127.0798035,Y,2016-07-06 12:00,19
ST-38,136. 대흥동 주민센터,12,마포구,4103,서울특별시 마포구 신촌로26길 10,1-83,37.55600357,126.9422989,Y,2015-09-07 10:44,7
ST-380,9998. 영남주차장 정비센터,2,정비센터,7301,서울특별시 영등포구 영등포로34길 9,영등포 영남 공용 주차장,37.51932526,126.9025421,R,2016-07-06 12:00,24
ST-381,555. 구의3동주민센터,15,광진구,5047,서울특별시 광진구 강변역로 17,구의3동주민센터,37.53784943,127.0921707,Y,2016-07-06 12:00,10
ST-382,571. 어린이대공원역6번출구,15,광진구,5004,서울특별시 광진구 군자로 74,어린이대공원역6번출구,37.54849625,127.0747604,Y,2016-07-06 12:00,20
ST-383,572. 국립정신 건강센터 앞,15,광진구,4933,서울특별시 광진구 능동로 398,국립정신 건강센터 앞,37.5653801,127.0865097,Y,2016-07-06 12:00,20
ST-384,573. 구의문주차장 앞,15,광진구,4991,서울특별시 광진구 능동로 216,구의문주차장 앞,37.54523087,127.0847321,Y,2016-07-06 12:00,10
ST-385,574. 아차산역4번출구,15,광진구,4991,서울특별시 광진구 능동로 216,아차산역4번출구,37.55184937,127.0889816,Y,2016-07-06 12:00,40
ST-386,575. 중앙농협 중곡지점,15,광진구,4941,서울특별시 광진구 용마산로 120,중앙농협 중곡지점,37.56429291,127.086937,Y,2016-07-06 12:00,10
ST-387,576. 광나루역 3번 출구,15,광진구,4971,서울특별시 광진구 아차산로 552,광나루역 3번 출구,37.54483032,127.1042633,Y,2016-07-06 12:00,10
ST-388,577. 광진청소년수련관,15,광진구,4970,서울특별시 광진구 구천면로 2,광진청소년수련관,37.54654694,127.1061325,Y,2016-07-06 12:00,10
ST-389,621. 동대문중학교 옆,16,동대문구,2541,서울특별시 동대문구 사가정로 62,동대문중학교 옆(버스정류장 부근),37.57471848,127.0533905,Y,2016-07-06 12:00,13
ST-39,137. NH농협 신촌지점 앞,13,서대문구,3778,서울특별시 서대문구 연세로2다길 58,Nov-60,37.55681229,126.9431839,Y,2015-09-07 10:44,10
ST-390,622. 전농사거리 교통섬,16,동대문구,2507,서울특별시 동대문구 사가정로 119,전농사거리 교통섬(전농서적 앞),37.57779312,127.0578308,Y,2016-07-06 12:00,15
ST-391,623. 서울시립대 정문 앞,16,동대문구,2505,서울특별시 동대문구 서울시립대로 161,서울시립대 정문 앞(시더프라자빌딩 앞),37.58369827,127.0538559,Y,2016-07-06 12:00,20
ST-392,624. 전농동 동아아파트 앞,16,동대문구,2591,서울특별시 동대문구 서울시립대로 31,전농동 동아아파트 앞(T-World 앞 보도),37.57418823,127.0458908,Y,2016-07-06 12:00,10
ST-393,625. 답십리초등학교 앞(현대시장 옆),16,동대문구,2621,서울특별시 동대문구 전농로 34,답십리초등학교 앞(현대시장 옆),37.56819153,127.0571747,Y,2016-07-06 12:00,9
ST-394,626. 군자교 서측 녹지대,16,동대문구,2646,서울특별시 동대문구 장한로6길 95,군자교녹지대 동측 앞,37.56115341,127.0709686,Y,2016-07-06 12:00,10
ST-395,627. 장안동삼거리 교통섬,16,동대문구,2526,서울특별시 동대문구 사가정로 240,장안동삼거리 교통섬,37.57863235,127.071907,Y,2016-07-06 12:00,10
ST-396,628. 휘봉고등학교 앞,16,동대문구,2511,서울특별시 동대문구 한천로 290,휘봉고등학교 앞,37.58681488,127.067543,Y,2016-07-06 12:00,15
ST-397,630. 동대문구 보건소,16,동대문구,2565,서울특별시 동대문구 천호대로 145,동대문구 보건소,37.57485199,127.0403061,Y,2016-07-06 12:00,15
ST-398,631. 답십리역 1번출구,16,동대문구,2603,서울특별시 동대문구 천호대로 269,답십리역 1번출구,37.5681839,127.0512772,Y,2016-07-06 12:00,15
ST-399,632. 청량리역 3번출구 앞,16,동대문구,2490,서울특별시 동대문구 왕산로 209,청량리역 3번출구 앞,37.58104706,127.046135,N,2016-07-06 12:00,8
ST-4,102. 망원역 1번출구 앞,12,마포구,4004,서울특별시 마포구 월드컵로 72,475-54,37.5556488,126.9106293,Y,2015-09-06 23:42,20
ST-40,138. 신촌동 제1공영주차장 앞,13,서대문구,3677,서울특별시 서대문구 증가로 264,342-14,37.5591774,126.9345245,Y,2015-09-07 10:45,10
ST-400,633. 청량리 기업은행 앞,16,동대문구,2573,서울특별시 동대문구 홍릉로 1,청량리 기업은행 앞,37.58040619,127.0448227,Y,2016-07-06 12:00,8
ST-401,634. 외국어대 정문 앞,16,동대문구,2450,서울특별시 동대문구 이문로 107,외국어대 정문 앞,37.59601974,127.0598297,Y,2016-07-06 12:00,20
ST-402,635. 시조사 앞 (청량고정문 옆),16,동대문구,2461,서울특별시 동대문구 이문로1길 11,시조사 앞 (청량고정문 옆),37.58751678,127.0527725,Y,2016-07-06 12:00,12
ST-403,636. 세종대왕기념관 교차로,16,동대문구,2456,서울특별시 동대문구 회기로 56,세종대왕기념관 교차로,37.59090042,127.0425873,Y,2016-07-06 12:00,9
ST-404,637. KAIST 경영대학 앞,16,동대문구,2455,서울특별시 동대문구 회기로 85,KAIST 경영대학 앞,37.59161377,127.0457916,Y,2016-07-06 12:00,10
ST-405,638. 서울시립대 정보기술관,16,동대문구,2509,서울특별시 동대문구 한천로43길 12-14,서울시립대 정보기술관,37.58300781,127.0609741,Y,2016-07-06 12:00,20
ST-406,639. 서울시립대 후문,16,동대문구,2509,서울특별시 동대문구 한천로43길 12-14,서울시립대 후문,37.58519745,127.0609512,Y,2016-07-06 12:00,14
ST-407,640. KEB하나은행 청량리역지점,16,동대문구,2490,서울특별시 동대문구 왕산로 205,KEB하나은행 청량리역지점,37.58245468,127.0444946,Y,2016-07-06 12:00,6
ST-408,641. 용두역 4번출구,16,동대문구,2590,서울특별시 동대문구 청계천로 563,용두역 4번출구,37.57375336,127.0385361,Y,2016-07-06 12:00,10
ST-409,642. 신답역 사거리,16,동대문구,2597,서울특별시 동대문구 천호대로 231,신답역 빵굼터 앞,37.5701561,127.048584,Y,2016-07-06 12:00,7
ST-41,140. 이화여대 후문,13,서대문구,3722,서울특별시 서대문구 연세로 50-1,Apr-89,37.560009,126.9407349,Y,2015-09-07 10:46,20
ST-410,643. 동대문구민체육센터 (육교아래),16,동대문구,2641,서울특별시 동대문구 장안벚꽃로 77,동대문구민체육센터 (육교아래),37.56697083,127.0744171,Y,2016-07-06 12:00,10
ST-411,644. 이마트 장안점,16,동대문구,2631,서울특별시 동대문구 한천로 42,이마트 장안점,0,0,N,2016-07-06 12:00,0
ST-412,645. 매봉주유소 중랑교지점,16,동대문구,2501,서울특별시 동대문구 망우로 126,매봉주유소 중랑교지점,0,0,N,2016-07-06 12:00,7
ST-413,230. 영등포구청역 1번출구,17,영등포구,7260,서울특별시 영등포구 당산로 111-2,영등포구청역 1번출구,37.52463531,126.8962174,Y,2016-07-06 12:00,10
ST-414,260. 여의도 마리나선착장 앞,17,영등포구,7231,서울특별시 영등포구 여의서로 160,여의도 마리나선착장 앞,37.53367996,126.9120865,Y,2016-07-06 12:00,15
ST-415,261. KB국민은행 문래동지점 앞,17,영등포구,7291,서울특별시 영등포구 선유로 82,KB국민은행 문래동지점 앞,0,0,N,2016-07-06 12:00,0
ST-416,262. 영문초등학교 사거리,17,영등포구,7281,서울특별시 영등포구 문래로 56,영문초등학교 사거리,37.51992798,126.889183,Y,2016-07-06 12:00,12
ST-417,263. 근로자회관 사거리,17,영등포구,7288,서울특별시 영등포구 선유로 34,근로자회관 사거리,37.51715088,126.8886261,Y,2016-07-06 12:00,12
ST-418,264. 교보생명보험 앞,17,영등포구,7291,서울특별시 영등포구 영등포로 96,교보생명보험 앞,37.52193069,126.8916168,Y,2016-07-06 12:00,15
ST-419,265. 영등포유통상가 사거리,17,영등포구,7291,서울특별시 영등포구 영등포로 124,영등포유통상가 사거리,37.52113342,126.8965378,Y,2016-07-06 12:00,15
ST-42,141. 연대 대운동장 옆,13,서대문구,3722,서울특별시 서대문구 연세로 50,27,37.56238174,126.9326477,Y,2015-09-07 10:47,20
ST-420,266. 영등포청과시장 사거리,17,영등포구,7251,서울특별시 영등포구 영등포로 177,영등포청과시장 사거리,37.52029419,126.9011917,Y,2016-07-06 12:00,10
ST-421,267. 삼성화재 사옥 옆,17,영등포구,7222,서울특별시 영등포구 양평로 76,삼성화재 사옥 옆,37.53596115,126.8983002,Y,2016-07-06 12:00,10
ST-422,268. 그랜드컨벤션센터 앞,17,영등포구,7222,서울특별시 영등포구 양평로 58,그랜드컨벤션센터 앞,37.53471756,126.9000015,Y,2016-07-06 12:00,6
ST-423,269. MBC,17,영등포구,7339,서울특별시 영등포구 여의나루로 96,MBC,0,0,N,2016-07-06 12:00,0
ST-424,270. 증권거래소후문교차로,17,영등포구,7329,서울특별시 영등포구 여의나루로 76,증권거래소후문교차로,37.52234268,126.9271011,Y,2016-07-06 12:00,10
ST-425,271. 샛강생태공원방문자센터 앞,17,영등포구,7323,서울특별시 영등포구 여의동로 48,샛강생태공원장문자센터 앞,37.51896286,126.9216156,Y,2016-07-06 12:00,10
ST-426,272. 당산육갑문,17,영등포구,7223,서울특별시 영등포구 당산로52길 3,당산육갑문,37.53533936,126.9036789,Y,2016-07-06 12:00,20
ST-427,715. KT 목동타워 앞,18,양천구,7994,서울특별시 양천구 목동서로 201,KT 목동타워 앞,37.52845001,126.8722,N,2016-07-06 12:00,0
ST-428,716.신정6동 주민센터 인근,18,양천구,8094,서울특별시 양천구 목동서로 355,햇빛문고 앞,37.51728058,126.8643341,Y,2016-07-06 12:00,15
ST-429,717. 목동 굿모닝탑 ,18,양천구,7995,서울특별시 양천구 목동서로 221,목동 굿모닝탑 ,37.51471329,126.8609161,N,2016-07-06 12:00,0
ST-43,139. 연세대 정문 건너편,13,서대문구,3776,서울특별시 서대문구 연세로 42,76-25,37.55979538,126.9344788,Y,2015-09-07 10:48,13
ST-430,718. 목동 삼성쉐르빌 앞,18,양천구,7964,서울특별시 양천구 목동중앙서로7길 26,목동 삼성쉐르빌 앞,37.5226593,126.8708344,N,2016-07-06 12:00,0
ST-431,719. 홍익병원앞 교차로,18,양천구,7966,서울특별시 양천구 등촌로 2,홍익병원앞 교차로,37.5303688,126.8642578,Y,2016-07-06 12:00,10
ST-432,720. 서울강월초등학교 앞,18,양천구,8042,서울특별시 양천구 신월로 97,서울강월초등학교 앞,37.5161972,126.8348999,Y,2016-07-06 12:00,10
ST-433,721. 신월보건센터 부근,18,양천구,7906,서울특별시 양천구 가로공원로 145,신월보건센터 부근,37.53667068,126.8321838,N,2016-07-06 12:00,0
ST-434,804. 원효로1동 주민센터 앞,19,용산구,4368,서울특별시 용산구 백범로 350,원효로1동 주민센터 앞,37.53751373,126.9675674,N,2016-07-06 12:00,0
ST-435,816. 신용산역 6번출구 앞,19,용산구,4376,서울특별시 용산구 한강대로 115,신용산역 6번출구 앞,37.53014755,126.968483,Y,2016-07-06 12:00,15
ST-436,817. 삼각지역 4번출구 앞,19,용산구,4375,서울특별시 용산구 한강대로 161,삼각지역 4번출구 앞,37.53345108,126.9717331,Y,2016-07-06 12:00,9
ST-437,818. 숙명여대 입구 교차로,19,용산구,4310,서울특별시 용산구 청파로47길 100,숙명여대 입구 교차로,37.54489517,126.9693832,Y,2016-07-06 12:00,15
ST-438,819. 선린인터넷 고등학교,19,용산구,4314,서울특별시 용산구 원효로97길 33-4,선린인터넷 고등학교,37.54165268,126.9705048,Y,2016-07-06 12:00,12
