STATION_ID,STATION_NAME,STATION_GRP_SEQ,STATION_GRP_NAME,STATION_POST_NO,STATION_ADDR1,STATION_ADDR2,STATION_LATITUDE,STATION_LONGITUDE,STATION_USE_YN,REG_DTTM,거치대개수
ST-10,108. 서교동 사거리,12,마포구,4034,서울특별시 마포구 양화로 93,427,37.55274582,126.9186173,Y,2015-09-06 23:51,10
ST-100,503. 더샵스타시티 C동 앞,15,광진구,5065,서울특별시 광진구 아차산로 262,더샵스타시티 C동 앞,37.53666687,127.0735931,C,2015-10-07 11:47,15
ST-1000,729. 서부식자재마트 건너편,18,양천구,8101,서울특별시 양천구 신정동 236 ,서부식자재마트 건너편,37.51037979,126.8667984,Y,2017-11-01 16:00,10
ST-1001,730. 서서울호수공원,18,양천구,7916,서울특별시 양천구 남부순환로4길20 ,서서울호수공원,0,0,N,2017-11-01 16:00,0
ST-1002,731. 서울시 도로환경관리센터,18,양천구,7990,서울특별시 양천구 목동동로 316-6,서울시 도로환경관리센터,37.5298996,126.8765411,Y,2017-11-01 16:00,10
ST-1003,732. 신월동 이마트,18,양천구,7902,서울특별시 양천구 화곡로 59,신월동 이마트,37.53955078,126.8283005,Y,2017-11-01 16:00,10
ST-1004,733. 신정이펜하우스314동,18,양천구,8050,서울특별시 양천구 신정이펜1로50 ,신정이펜하우스314동,37.51409912,126.8310013,Y,2017-11-01 16:00,10
ST-1005,734. 신트리공원 입구,18,양천구,8091,서울특별시 양천구 신정동 310-8 ,신트리공원 입구,37.51395035,126.8560562,Y,2017-11-01 16:00,10
ST-1006,735. 영도초등학교,18,양천구,7982,서울특별시 양천구 목동중앙로 70 ,영도초등학교,37.53643036,126.871521,Y,2017-11-01 16:00,10
ST-1007,736. 오솔길공원,18,양천구,8040,서울특별시 양천구 남부순환로70길11-9,오솔길공원,37.52219009,126.8367004,Y,2017-11-01 16:00,10
ST-1008,737. 장수공원,18,양천구,8028,서울특별시 양천구 신월로 894 ,장수공원,37.52256012,126.8494797,Y,2017-11-01 16:00,10
ST-1009,738. 신월 청소년 문화센터,18,양천구,7906,서울특별시 양천구 신월동 263,신월 청소년 문화센터,0,0,N,2017-11-01 16:00,0
ST-101,504. 신자초교입구교차로,15,광진구,5098,서울특별시 광진구 뚝섬로 596,신자초교입구교차로,37.53297043,127.0759354,Y,2015-10-07 11:48,9
ST-1010,739. 신월사거리,18,양천구,7906,서울특별시 양천구 신월동 263,신월사거리,37.53620148,126.8277969,Y,2017-11-01 16:00,15
ST-1011,740. 으뜸공원,18,양천구,7906,서울특별시 양천구 가로공원로 133,으뜸공원,37.53636932,126.8317108,Y,2017-11-01 16:00,10
ST-1012,741. 화곡로 입구 교차로,18,양천구,7908,서울특별시 양천구 신월동 258,화곡로 입구 교차로,37.53952026,126.8254013,Y,2017-11-01 16:00,10
ST-1013,742. 등촌역 5번 출구 뒤,18,양천구,7946,서울특별시 양천구 등촌로 236,등촌역 5번 출구 뒤,37.55073166,126.8645783,Y,2017-11-01 16:00,10
ST-1014,743. 현대6차아파트 101동 옆,18,양천구,8110,서울특별시 양천구 신정동 735-5,현대6차아파트 101동 옆,37.50889969,126.8426819,Y,2017-11-01 16:00,10
ST-1015,744. 신목동역 2번 출구,18,양천구,7978,서울특별시 양천구 목동중앙로 212 앞,신목동역 2번 출구,37.54384232,126.8825455,Y,2017-11-01 16:00,10
ST-1016,745. 강서초등학교,18,양천구,7930,서울특별시 양천구 오목로 31 부근,강서초등학교,37.52228165,126.8396988,Y,2017-11-01 16:00,10
ST-1017,746. 목동2단지 상가,18,양천구,7981,서울특별시  양천구 목동 902-5 ,목동2단지 상가,37.53650284,126.8777466,Y,2017-11-01 16:00,10
ST-1018,747. 목동3단지 상가,18,양천구,7982,서울특별시 양천구 목동 903-6,목동3단지 상가,37.53458023,126.8756485,Y,2017-11-01 16:00,10
ST-1019,748. 목동운동장,18,양천구,7990,서울특별시 양천구 안양천로 939,목동운동장,37.53025055,126.879303,Y,2017-11-01 16:00,15
ST-102,505. 자양사거리 광진아크로텔 앞,15,광진구,5026,서울특별시 광진구 아차산로 355,타워더모스트 광진아크로텔,37.53701019,127.0822449,Y,2015-10-07 11:49,10
ST-1020,934. 신사동 성당,20,은평구,3440,서울특별시 은평구 신사동 41-3,신사동 성당,37.59714127,126.9095993,Y,2017-11-01 16:00,15
ST-1021,935. 역촌역 1번 출구,20,은평구,3404,서울특별시 은평구 역촌동 17-55,역촌역 1번 출구,37.60520172,126.9221115,T,2017-11-01 16:00,7
ST-1022,936. 입곡삼거리,20,은평구,3307,서울특별시 진관동 2-6,입곡삼거리,0,0,N,2017-11-01 16:00,2
ST-1023,937. 상림마을 롯데캐슬2단지 옆,20,은평구,3300,서울특별시 은평구 진관동 30-23,상림마을 롯데캐슬2단지 옆,37.64585114,126.9237976,Y,2017-11-01 16:00,15
ST-1024,938. 금암 문화공원,20,은평구,3300,서울특별시 진관동 44-28 ,금암 문화공원,37.64468384,126.918457,Y,2017-11-01 16:00,15
ST-1025,939. 은평구청 교차로,20,은평구,3471,서울특별시 응암동 82-31,은평구청 교차로,37.60169983,126.9274216,Y,2017-11-01 16:00,15
ST-1027,941. 은평뉴타운 도서관,20,은평구,3306,서울특별시 진관동 141-27,은평뉴타운 도서관,37.63722229,126.9333038,Y,2017-11-01 16:00,13
ST-1028,942. 상림마을 생태공원,20,은평구,3303,서울특별시 진관동 16-4,상림마을 생태공원,37.64408112,126.9292831,Y,2017-11-01 16:00,9
ST-1029,943. 은평구청 보건소,20,은평구,3384,서울특별시 녹번동 84,은평구청 보건소,37.60240173,126.9286499,Y,2017-11-01 16:00,10
ST-103,506. 금호 어울림 아파트 앞,14,성동구,4802,서울특별시 성동구 광나루로 249,송정금호어울림 아파트 앞,37.54906082,127.0577927,Y,2015-10-07 11:50,7
ST-1030,944. 유성빌딩 옆,20,은평구,3378,서울특별시 은평구 녹번동 141-92,유성빌딩 옆,0,0,N,2017-11-01 16:00,5
ST-1031,945. 기자촌 사거리,20,은평구,3308,서울특별시 은평구 진관동 149-17,기자촌 사거리,37.63414001,126.9323425,Y,2017-11-01 16:00,10
ST-1032,946. 독바위역 ,20,은평구,3354,서울특별시 불광로 129,독바위역 ,37.61843872,126.9328842,Y,2017-11-01 16:00,10
ST-1033,947. 연신내 선일하이츠빌 정류소,20,은평구,3341,서울특별시 불광동 484-165,연신내 선일하이츠빌 정류소,37.62266922,126.9199905,Y,2017-11-01 16:00,10
ST-1034,948. 디지털미디어 시티역 4번출구,20,은평구,3504,서울특별시 증산동 239,디지털미디어 시티역 4번출구,37.57720184,126.9023514,Y,2017-11-01 16:00,10
ST-1035,949. 연신내역 1번 출구 ,20,은평구,3345,서울특별시 불광동 487-2,연신내역 1번 출구 ,37.61978149,126.9208069,Y,2017-11-01 16:00,7
ST-1036,950. 구산역 2번 출구 ,20,은평구,3398,서울특별시 역촌동 1-57,구산역 2번 출구 ,37.61077881,126.9173508,Y,2017-11-01 16:00,5
ST-1037,951. 연신내역 6번출구옆,20,은평구,3330,서울특별시 갈현동 389-15 ,연신내역 6번출구옆,37.61930466,126.9205933,Y,2017-11-01 16:00,15
ST-1038,952. 서울연신중학교,20,은평구,3342,서울특별시 불광동 400-4번지,서울연신중학교,37.62265015,126.9252472,Y,2017-11-01 16:00,10
ST-1039,953. 서울연신초등학교,20,은평구,3338,서울특별시 불광동 73-1번지 ,서울연신초등학교,37.6257782,126.9288178,Y,2017-11-01 16:00,10
ST-104,507. 성수아이에스비즈타워 앞,14,성동구,4795,서울특별시 성동구 성수이로 147,아이에스비즈타워 앞,37.54820251,127.0571137,Y,2015-10-07 11:50,7
ST-1040,1023. 한국종합기술사옥 앞,21,강동구,5288,서울특별시 강동구 상일로6길 21 한국종합기술사옥,,37.54998398,127.1747055,Y,2017-11-01 16:00,15
ST-1041,1024.  강동구청 앞,21,강동구,5397,서울특별시 강동구 성내로 28 강동빌딩,,37.52929688,127.1231537,Y,2017-11-01 16:00,10
ST-1042,1025. 상일초등학교,21,강동구,5283,서울특별시  상일동 440-3,상일초등학교,37.54684067,127.1725159,Y,2017-11-01 16:00,10
ST-1043,1026. 대명초교 입구 교차로,21,강동구,5271,서울특별시 강동구 명일동 59,,37.54653549,127.155838,Y,2017-11-01 16:00,14
ST-1044,1027. 프라자 아파트 앞,21,강동구,5347,서울특별시 강동구 천호대로 1240 프라자아파트,,37.53596115,127.1478195,Y,2017-11-01 16:00,20
ST-1045,1028. 포레스 주상복합 빌딩,21,강동구,5385,서울특별시 강동구 천호옛길 41 포레스아파트,,37.53310776,127.1227722,Y,2017-11-01 16:00,10
ST-1046,1029. 롯데 시네마,21,강동구,5378,서울특별시 강동구 성내동 43-2,,37.53655624,127.1255341,Y,2017-11-01 16:00,10
ST-1047,1030. 미호 플랜트 앞,21,강동구,5400,서울특별시 강동구 강동대로 143-22,,37.52703094,127.1220627,Y,2017-11-01 16:00,15
ST-1048,1031. 암사동 CBIS,21,강동구,5238,서울특별시 강동구 올림픽로 836,,37.55582047,127.1299133,Y,2017-11-01 16:00,15
ST-1049,1032. 선사고등학교,21,강동구,5237,서울특별시 강동구 암사동 524,,37.55672836,127.136261,Y,2017-11-01 16:00,20
ST-105,508. 성수아카데미타워 앞,14,성동구,4797,서울특별시 성동구 성수이로 118,라성아카데미타워 앞,37.54516602,127.0575104,Y,2015-10-07 11:51,10
ST-1050,1033. 고덕동 아남아파트,21,강동구,5204,서울특별시 강동구 고덕동 469,,37.5580101,127.1447525,Y,2017-11-01 16:00,10
ST-1051,1034. 고덕동 래미안 힐스테이트,21,강동구,5229,서울특별시 강동구 고덕동 585-4,,37.5618782,127.1507874,T,2017-11-01 16:00,15
ST-1052,1035. 고덕역 4번출구,21,강동구,5269,서울특별시 강동구 명일동 46-6,,37.55509567,127.1552811,Y,2017-11-01 16:00,20
ST-1053,1036. 고덕동 주양쇼핑,21,강동구,5269,서울특별시 강동구 명일동 48-25,,37.55199051,127.1533127,Y,2017-11-01 16:00,10
ST-1054,1037. 강일리버파크 6단지,21,강동구,5213,서울특별시 강동구 강일동 684-2,,37.56256485,127.1776123,Y,2017-11-01 16:00,10
ST-1055,1038. 강일 다솜 어린이 공원,21,강동구,5208,서울특별시 강동구 강일동 667-4,,37.56863785,127.1748047,Y,2017-11-01 16:00,10
ST-1056,1039. 고덕초등학교,21,강동구,5223,서울특별시 강동구 고덕로83길 55,,37.56129837,127.1678467,Y,2017-11-01 16:00,7
ST-1057,1040. 강일동 에너지 마루,21,강동구,5202,서울특별시 고덕동 375,강일동 에너지 마루,37.56719971,127.1634598,C,2017-11-01 16:00,0
ST-1058,1041. 묘곡초등학교,21,강동구,5232,서울특별시 강동구 동남로79길 46 서울묘곡초등학교,,37.55916214,127.1533203,Y,2017-11-01 16:00,10
ST-1059,1042. 강일리버파크 2~5단지,21,강동구,5208,서울특별시 강동구 아리수로97길 68 강일리버파크2단지아파트,,37.5685463,127.1770096,Y,2017-11-01 16:00,10
ST-106,509. 이마트 버스정류소 옆,14,성동구,4781,서울특별시 성동구 뚝섬로 379,이마트 버스정류소 옆,37.53965378,127.0525894,Y,2015-10-07 11:52,20
ST-1060,1043. 일자산 체육관,21,강동구,5357,서울특별시 둔촌동 산 125,일자산 체육관,0,0,N,2017-11-01 16:00,20
ST-1061,1044. 굽은다리역,21,강동구,5296,서울특별시 강동구 천호동 42-1,,37.54540634,127.1426773,Y,2017-11-01 16:00,15
ST-1062,1150. 송정역 1번출구,22,강서구,7619,서울특별시 강서구 공항대로3길 18,송정역 1번출구,37.56155014,126.8104782,Y,2017-11-01 16:00,10
ST-1063,1151. 마곡역1번출구,22,강서구,7800,서울특별시 강서구 마곡동 727-716,마곡역2번출구,37.56023407,126.8234711,Y,2017-11-01 16:00,25
ST-1064,1152. 마곡역교차로,22,강서구,7800,서울특별시 강서구 마곡동 728-168,마곡역7번출구,37.55831146,126.8265228,Y,2017-11-01 16:00,10
ST-1065,"1153. 발산역 1번, 9번 인근 대여소",22,강서구,7591,서울특별시 강서구 공항대로 281,발산역 4번출구,37.5588913,126.8372192,Y,2017-11-01 16:00,10
ST-1066,1154. 마곡수명산파크2단지 교차로,22,강서구,7634,서울특별시 서울 강서구 내발산동 741-8,마곡수명산파크2단지 교차로,0,0,N,2017-11-01 16:00,0
ST-1067,1155. 기쁜우리복지관,22,강서구,7524,서울특별시 강서구 가양동 1458-15 ,기쁜우리복지관,37.56925964,126.8484192,Y,2017-11-01 16:00,10
ST-1068,1156. 한국여자 농구연맹 건너편,22,강서구,7648,서울특별시 강서구 화곡동 1136-1,한국여자 농구연맹 건너편,0,0,N,2017-11-01 16:00,0
ST-1069,1157. 강서구청,22,강서구,7658,서울특별시 강서구 화곡로 302,강서구청,37.55065918,126.8497696,Y,2017-11-01 16:00,8
ST-107,510. 서울숲 남문 버스정류소 옆,14,성동구,4766,서울특별시 성동구 왕십리로11길 9,서울숲남문 버스정류소 옆,37.54122162,127.0438004,Y,2015-10-07 11:55,10
ST-1070,1251. 석촌역 2번출구,23,송파구,5626,서울특별시 송파구 송파동 68 ,석촌역 2번출구,37.50593185,127.1077499,Y,2017-11-01 16:00,10
ST-1072,1253. 오금역 3번 출구 뒤,23,송파구,5715,서울특별시  송파구 가락동 10-15 ,오금역 3번 출구 뒤,37.50165176,127.1281815,Y,2017-11-01 16:00,10
ST-1073,1254. 오금역 7번출구,23,송파구,5661,서울특별시 서울 송파구 오금동 44-2 ,오금역 7번출구,0,0,N,2017-11-01 16:00,4
ST-1074,1255. 개롱역 3번출구,23,송파구,5769,서울특별시 서울 송파구 가락동 165-2 ,개롱역 3번출구,0,0,N,2017-11-01 16:00,10
ST-1075,1256. 문정현대아파트 교차로,23,송파구,5795,서울특별시 송파구 문정동 3-2 ,문정현대아파트 교차로,37.49113083,127.1258087,Y,2017-11-01 16:00,8
ST-1076,1257. 가락시장역 롯데마트앞,23,송파구,5833,서울특별시 송파구 가락동 214-15 ,가락시장역 롯데마트앞,37.49209976,127.1177521,Y,2017-11-01 16:00,20
ST-1077,1258. 가락미륭아파트 앞,23,송파구,5784,서울특별시 서울 송파구 가락동 195-4,가락미륭아파트 앞,37.49319839,127.1289978,Y,2017-11-01 16:00,10
ST-1078,1259. 방이역 1번출구,23,송파구,5657,서울특별시 송파구 오금동 17-20,방이역 1번출구,37.50898361,127.1265945,Y,2017-11-01 16:00,15
ST-1079,1260. 방이동 한양3차아파트 옆,23,송파구,5647,서울특별시 송파구 방이동 225-1,방이동 한양3차아파트 옆,37.50630188,127.1213989,Y,2017-11-01 16:00,8
ST-108,511. 서울숲역 4번 출구 옆,14,성동구,4769,서울특별시 성동구 왕십리로 지하77,서울숲역 4번 출구 옆,37.54458237,127.0446091,Y,2015-10-07 11:56,16
ST-1080,1261. 석촌역 1번출구 앞,23,송파구,5626,서울특별시 송파구 송파동 69 ,석촌역 1번출구 앞,37.50582886,127.1070557,C,2017-11-01 16:00,0
ST-1081,1262. 송파여성문화회관 앞,23,송파구,5667,서울특별시 송파구 송파동 2-3 ,송파여성문화회관 앞,37.50580215,127.1097183,Y,2017-11-01 16:00,10
ST-1082,1263. 장지공영차고지,23,송파구,5791,서울특별시 송파구 장지동 861-6,장지공영차고지,37.48054123,127.1370163,Y,2017-11-01 16:00,10
ST-1083,1264. 천호역 10번 출구 앞,23,송파구,5520,서울특별시 송파구 풍납동 490-16,천호역 10번 출구 앞,37.53858185,127.1228027,Y,2017-11-01 16:00,8
ST-1084,1265. 문정동 근린공원,23,송파구,5807,서울특별시 송파구 문정동 38-3,문정동 근린공원,37.48598862,127.1247635,Y,2017-11-01 16:00,10
ST-1085,1266. 문정동 글샘 공원,23,송파구,5841,서울특별시 송파구 문정동 627,장지동 글샘 공원,37.47880936,127.1200028,Y,2017-11-01 16:00,10
ST-1086,1267. 올림픽공원 남2문 앞,23,송파구,5540,서울특별시 송파구 올림픽로 424,올림픽공원 남2문 앞,37.51424026,127.1230698,Y,2017-11-01 16:00,15
ST-1087,1268. 몽촌토성역 1번출구 옆,23,송파구,5540,서울특별시 송파구 방이동 88-21 ,몽촌토성역 1번출구 옆,37.51728821,127.1141968,Y,2017-11-01 16:00,15
ST-1088,1269. 리센츠아파트 ,23,송파구,5502,서울특별시 송파구 올림픽로 135,리센츠아파트 ,37.51194382,127.091217,Y,2017-11-01 16:00,10
ST-1089,1271. 송파도서관,23,송파구,5725,서울특별시 송파구 동남로 263,송파도서관,37.49998474,127.1353912,Y,2017-11-01 16:00,15
ST-109,512. 뚝섬역 1번 출구 옆,14,성동구,4778,서울특별시 성동구 아차산로 18,뚝섬역 1번 출구 옆,37.5485611,127.0450058,Y,2015-10-07 11:56,15
ST-1090,1272. 송파 글마루도서관,23,송파구,5812,서울특별시  송파구 충민로 120,송파 글마루도서관,0,0,N,2017-11-01 16:00,15
ST-1091,1273. 석촌호수 교차로,23,송파구,5608,서울특별시 송파구 삼학사로 136,석촌호수 교차로,0,0,N,2017-11-01 16:00,3
ST-1092,1274. 영파여고 앞,23,송파구,5529,서울특별시 송파구 올림픽로 565,영파여고 앞,37.53284836,127.121048,Y,2017-11-01 16:00,20
ST-1093,1442. (구)신한은행 중랑교지점,25,중랑구,2103,서울특별시 중화동 50-8,(구)신한은행 중랑교지점,37.59859085,127.0798187,Y,2017-11-01 16:00,8
ST-1094,1443. 구립망우청소년독서실,25,중랑구,2172,서울특별시 중랑구 망우동 534-23 ,구립망우청소년독서실,37.59552002,127.0987778,Y,2017-11-01 16:00,10
ST-1095,1444. 면목4치안센터,25,중랑구,2247,서울특별시 면목동 646-4,면목4치안센터,37.57402802,127.0805435,Y,2017-11-01 16:00,10
ST-1096,1445. 용마지구대,25,중랑구,2236,서울특별시 면목동 197-5,용마지구대,37.5799408,127.0793991,Y,2017-11-01 16:00,10
ST-1097,1446. 중랑전화국 교차로,25,중랑구,2143,서울특별시 중랑구 면목동 282-8,중랑전화국 교차로,37.59130096,127.0803299,Y,2017-11-01 16:00,10
ST-1098,1447. 면목역 3번출구,25,중랑구,2146,서울특별시 면목동 120-2,면목역 3번출구,37.58890152,127.0872803,Y,2017-11-01 16:00,15
ST-1099,1448. 코스트코 상봉점,25,중랑구,2149,서울특별시 상봉동 160-3,코스트코 상봉점,37.59732056,127.089798,Y,2017-11-01 16:00,15
ST-11,109. 제일빌딩 앞,12,마포구,4074,서울특별시 마포구 어울마당로 26,12월 02일,37.54769135,126.9199829,Y,2015-09-07 1:27,10
ST-110,400. 상암한화오벨리스크 1차 앞,12,마포구,3918,서울특별시 마포구 구룡길 19,상암한화오벨리스크 1차 앞,37.58752441,126.8830032,Y,2015-10-07 11:57,15
ST-1100,1526. 수유동 채선당앞,34,강북구,1062,서울특별시 강북구 수유동 140,수유동 채선당앞,37.64173889,127.0246277,Y,2017-11-01 16:00,8
ST-1101,1527. 미아역 1번 출구 뒤,34,강북구,1133,서울특별시 강북구 미아동 194-1,미아역 1번 출구 뒤,37.62733459,127.0260544,Y,2017-11-01 16:00,10
ST-1102,1528. 삼각산동 주민센터,34,강북구,1199,서울특별시 미아동 813-8,삼각산동 주민센터,37.61503601,127.0206986,Y,2017-11-01 16:00,10
ST-1103,1529. 미아동 한국전력공사,34,강북구,1132,서울특별시 미아동 194-1,미아동 한국전력공사,37.63018036,127.02491,Y,2017-11-01 16:00,15
ST-1104,1530. 광산사거리,34,강북구,1048,서울특별시 강북구 노해로 87 ,광산사거리,37.64355087,127.0223465,Y,2017-11-01 16:00,10
ST-1105,1531. 미아사거리 1번 출구,34,강북구,1215,서울특별시 강북구 미아동 66-1,미아사거리 1번 출구,37.61395645,127.0302506,Y,2017-11-01 16:00,10
ST-1106,1532. 번3동 주민센터 교차로,34,강북구,1230,서울특별시 강북구 번동 2-2,번3동 주민센터 교차로,37.62635422,127.0474472,Y,2017-11-01 16:00,10
ST-1107,"1533. 번동 주공3, 4단지 교차로",34,강북구,10807,서울특별시 강북구 번동 254,"번동 주공3, 4단지 교차로",37.62991714,127.0409164,Y,2017-11-01 16:00,10
ST-1108,1534. 북서울 꿈의 숲 동문,34,강북구,1231,서울특별시 강북구 번동 105,북서울 꿈의 숲 동문,37.61963654,127.0445328,Y,2017-11-01 16:00,20
ST-1109,1535. 효성인텔리안 앞,34,강북구,1073,서울특별시 수유동 230-7,효성인텔리안 앞,37.6362915,127.0233765,Y,2017-11-01 16:00,10
ST-111,513. 뚝섬역 5번 출구 정류소 옆,14,성동구,4778,서울특별시 성동구 아차산로 18,뚝섬역 5번 출구 정류소 옆,37.54630661,127.0498047,Y,2015-10-07 11:57,13
ST-1110,1536. 번동 두산위브 101동 옆,34,강북구,1067,서울특별시 번동 386-17,번동 두산위브 101동 옆,37.63626099,127.0321732,Y,2017-11-01 16:00,20
ST-1111,1643. 태릉입구역 8번출구,26,노원구,1861,서울특별시 노원구 공릉동 687-6,태릉입구역 8번출구,37.61736679,127.0752106,Y,2017-11-01 16:00,10
ST-1112,1644. 경춘선 숲길공원(현대성우아파트 앞),26,노원구,1834,서울특별시 노원구 공릉동 425-9,경춘선 숲길공원(현대성우아파트 앞),0,0,N,2017-11-01 16:00,5
ST-1114,1646. 삼육대 입구,26,노원구,1795,서울특별시 노원구 공릉동 26-43,삼육대 입구,37.63848877,127.1079025,Y,2017-11-01 16:00,20
ST-1115,1647. 공릉동 두산힐스빌아파트 옆,26,노원구,1825,서울특별시 노원구 공릉동 320-2,공릉동 두산힐스빌아파트 옆,0,0,N,2017-11-01 16:00,0
ST-1116,1648. 구도일 주유소,26,노원구,1710,서울특별시 노원구 중계동 391,구도일 주유소,0,0,N,2017-11-01 16:00,3
ST-1117,1649. 서울시립 북서울 미술관 앞,26,노원구,1760,서울특별시 노원구 중계동 503-3,서울시립 북서울 미술관 앞,0,0,N,2017-11-01 16:00,10
ST-1118,1650. 중계근린공원내,26,노원구,1779,서울특별시 노원구 중계동 506-3,중계근린공원내,37.63957977,127.0651016,Y,2017-11-01 16:00,20
ST-1119,1651. 맥도날드 상계점 앞,26,노원구,1630,서울특별시 노원구 상계동 1118-9,맥도날드 상계점 앞,37.67237473,127.0559921,Y,2017-11-01 16:00,20
ST-112,514. 성수사거리 버스정류장 앞,14,성동구,4798,서울특별시 성동구 아차산로 171,성수사거리 버스정류장 앞,37.54257965,127.0633087,Y,2015-10-07 11:58,7
ST-1120,1652. 파르코 앞,26,노원구,1624,서울특별시 노원구 상계동 1263,파르코 앞,37.68000031,127.0555801,Y,2017-11-01 16:00,10
ST-1121,1653. 노원역1번출구,26,노원구,1693,서울특별시 노원구 상계동 335-4,노원역1번출구,37.65620041,127.0636215,Y,2017-11-01 16:00,10
ST-1122,1654. 당고개입구 오거리,26,노원구,1661,서울특별시 노원구 상계동 172-2,보훈회관 대여소,37.66379166,127.0754471,T,2017-11-01 16:00,15
ST-1123,1655. 공릉1단지아파트,26,노원구,1851,서울특별시 동일로 1127,공릉1단지아파트,37.63111115,127.0701599,Y,2017-11-01 16:00,15
ST-1124,1656. 중앙하이츠 아파트 입구,26,노원구,1703,서울특별시 노원구 노원로 434 상계2차중앙하이츠아파트,,37.65501785,127.0675049,Y,2017-11-01 16:00,10
ST-1125,1657. 노원구청 ,26,노원구,1689,서울특별시 노원구 노해로 437 ,노원구청 ,37.65404892,127.0573273,Y,2017-11-01 16:00,20
ST-1126,1658. 마들역 3번 출구,26,노원구,1674,서울특별시 노원구 동일로 1532,마들역 3번 출구,0,0,N,2017-11-01 16:00,3
ST-1127,1659. 중계동 을지중학교,26,노원구,1741,서울특별시 노원구 중계동 370,중계동 을지중학교,37.65032959,127.0716019,Y,2017-11-01 16:00,10
ST-1128,1660. 서울시립과학관,26,노원구,1748,서울특별시 노원구 하계동 266,서울시립과학관,37.64207077,127.076622,Y,2017-11-01 16:00,8
ST-1129,1713. 쌍문동 청소년 랜드,27,도봉구,1450,서울특별시  도봉구 노해로140,쌍문동 청소년 랜드,37.64726639,127.0258789,Y,2017-11-01 16:00,10
ST-113,515. 광양중학교 앞,15,광진구,5104,서울특별시 광진구 자양로3길 7,광양중학교 앞,37.53023529,127.0868301,Y,2015-10-07 11:59,10
ST-1130,1714. 도봉문화정보도서관 삼거리,27,도봉구,1485,서울특별시 도봉구 덕릉로 315,도봉문화정보도서관 삼거리,37.64463043,127.0446091,Y,2017-11-01 16:00,10
ST-1131,1715. 서울특별시교육청도봉도서관,27,도봉구,1368,서울특별시 도봉구 삼양로556,서울특별시교육청도봉도서관,37.65317917,127.0127869,Y,2017-11-01 16:00,20
ST-1132,1716. 하나로마트 창동점,27,도봉구,1413,서울특별시 도봉구 마들로11길 20,하나로마트 창동점,37.65420151,127.0507278,Y,2017-11-01 16:00,10
ST-1133,1717. 시립창동운동장 입구,27,도봉구,1412,서울특별시 도봉구 창동 1-24,시립창동운동장 입구,37.65570831,127.0501022,Y,2017-11-01 16:00,15
ST-1134,1718. 방학극동아파트 단지내,27,도봉구,1316,서울특별시 도봉구 시루봉로 11길 25-8,방학극동아파트 단지내,0,0,N,2017-11-01 16:00,1
ST-1135,1719. 신도봉사거리 버스정류장,27,도봉구,1309,서울특별시  도봉구 도봉로 771,신도봉사거리 버스정류장,37.67328262,127.0439911,Y,2017-11-01 16:00,10
ST-1136,1720. 도봉구청 옆(중랑천변),27,도봉구,1331,서울특별시 도봉구 마들로 656,도봉구청 옆(중랑천변),37.66867065,127.0479813,Y,2017-11-01 16:00,27
ST-1137,1721. 창동역 2번출구 ,27,도봉구,1405,서울특별시 창동 74-2 ,창동역 2번출구 ,37.65301514,127.0469971,Y,2017-11-01 16:00,12
ST-1138,1837. 가산디지털단지역 7번출구,28,금천구,8502,서울특별시 가산동 464-2,가산디지털단지역 7번출구,0,0,N,2017-11-01 16:00,0
ST-1139,1838. 국도화학 앞,28,금천구,8588,서울특별시 가산동 371-27,국도화학 앞,0,0,N,2017-11-01 16:00,0
ST-114,516. 광진메디칼 앞,15,광진구,5003,서울특별시 광진구 광나루로 355,광진메디컬앞,37.54840469,127.0693665,Y,2015-10-07 11:59,10
ST-1140,1839. 수출의 다리 아래,28,금천구,8507,서울특별시 가산동 60-35,수출의 다리 아래,37.47705841,126.8851852,Y,2017-11-01 16:00,20
ST-1141,1840. 솔브레인이엔지 뒤편,28,금천구,8517,서울특별시 가산동 219-18,솔브레인이엔지 뒤편,37.47510147,126.8880692,Y,2017-11-01 16:00,20
ST-1142,1841. 가산동 주민센터,28,금천구,8516,서울특별시 가산동 144-3,가산동 주민센터,37.4769516,126.8918686,Y,2017-11-01 16:00,10
ST-1143,1842. 한울중학교,28,금천구,8566,서울특별시 시흥동 1000-3,한울중학교,37.46257401,126.9068604,Y,2017-11-01 16:00,15
ST-1144,1843. 독산고등학교,28,금천구,8551,서울특별시 독산동 906-42,독산고등학교,37.47709656,126.9111328,Y,2017-11-01 16:00,10
ST-1145,1844. 시흥사거리,28,금천구,8626,서울특별시 금천구 시흥대로236,시흥사거리,0,0,N,2017-11-01 16:00,0
ST-1146,1845. 롯데캐슬골드파크1차 서문,28,금천구,8608,서울특별시 금천구 벚꽃로40 ,롯데캐슬골드파크1차 서문,37.460289,126.892189,Y,2017-11-01 16:00,15
ST-1147,1846. 롯데캐슬골드파크1차 동문,28,금천구,8608,서울특별시 금천구 독산동 441-19 ,롯데캐슬골드파크1차 동문,37.46017075,126.8960419,Y,2017-11-01 16:00,15
ST-1148,1847. 독산주공 14단지 버스정류소,28,금천구,14238,서울특별시 금천구 안양천로,독산주공 14단지 버스정류소,37.46103287,126.8871002,Y,2017-11-01 16:00,10
ST-1149,1848. 벽산 디지털밸리 5차,28,금천구,8513,서울특별시 금천구 가산동 60-73 ,벽산 디지털밸리 5차,37.4762764,126.8853912,Y,2017-11-01 16:00,10
